Planungsstelle;Produkt;Bezeichnung;Deckungskreis;Maünahme;Budget;bewirtschaftende Dienststelle;anordnende Dienststelle;Ansatz 2022;Soll auf Ansatz;Ansatz 2023;Ansatz 2024;Ansatz 2025;Ansatz 2026;VE;Rgerg.2021;Rgerg.2022
5.5.3.01.6461000;5.5.3.01;Sonstige privatrechtliche Leistungsentgelte;0;0;03.02.2001;368;368;0;0;0;0;0;0;0;0;1.592,80
5.5.3.01.6480001;5.5.3.01;Einzahlungen aus Kostenerstattungen vom Bund;0;0;03.02.2001;368;368;0;0;0;0;0;0;0;35.265,73;0
5.5.3.01.6481000;5.5.3.01;Einzahlungen aus Kostenerstattungen vom Land;37;0;03.02.2001;368;368;10.000;0;10.000;10.000;10.000;10.000;0;10.747,00;46.012,73
5.5.3.01.6488000;5.5.3.01;Einzahlungen aus Kostenerstattungen von übrigen Bereichen;37;0;03.02.2001;368;368;1.500;0;1.500;1.500;1.500;1.500;0;4.893,19;3.885,52
5.5.3.01.7012000;5.5.3.01;Dienstauszahlungen und dgl. an Arbeitnehmer;1;0;03.02.2002;110;110;282.100;0;280.800;287.900;295.100;302.500;0;301.236,14;290.785,91
5.5.3.01.7022000;5.5.3.01;Beitrüge zu Versorgungskassen für Arbeitnehmer;1;0;03.02.2002;110;110;11.900;0;11.300;11.600;12.000;12.400;0;12.746,09;11.725,46
5.5.3.01.7032000;5.5.3.01;Beitrüge zur gesetzlichen Sozialver.aus DienstAusz und dgl. für Arbeitnehmer;1;0;03.02.2002;110;110;56.600;0;56.400;57.900;59.400;60.900;0;58.489,80;57.389,33
5.5.3.01.7041000;5.5.3.01;Beihilfen, Unterstützungsleistungen für Beschüftigte;1;0;03.02.2002;110;110;1.400;0;1.500;1.600;1.700;1.800;0;1.321,82;1.619,41
5.5.3.01.7211000;5.5.3.01;Unterhaltung der Grundstücke und baulichen Anlagen;37;0;03.02.2001;368;368;15.200;0;0;0;0;0;0;945,38;7.044,86
5.5.3.01.7211014;5.5.3.01;Unterhaltung der Grundstücke und baulichen Anlagen-Gebüudemanagement;93;0;03.02.2001;524;524;0;0;0;0;0;0;0;576,99;9.894,30
5.5.3.01.7221000;5.5.3.01;Unterhaltung des sonstigen unbeweglichen Vermügens;37;0;03.02.2001;368;368;40.000;0;50.000;40.000;50.000;40.000;0;40.026,25;45.061,09
5.5.3.01.7231000;5.5.3.01;Auszahlungen für Mieten und Pachten;37;0;03.02.2001;368;368;500;0;500;500;500;500;0;0;0
5.5.3.01.7241000;5.5.3.01;Bewirtschaftung der Grundstücke und baulichen Anlagen;37;0;03.02.2001;368;368;28.000;0;33.000;35.000;37.000;40.000;0;25.424,09;24.658,59
5.5.3.01.7251000;5.5.3.01;Haltung von Fahrzeugen;37;0;03.02.2001;368;368;8.500;0;12.000;12.000;12.000;12.000;0;10.040,81;13.252,61
5.5.3.01.7252000;5.5.3.01;Erwerb geringwertiger Vermügensgegenstünde;37;0;03.02.2001;368;368;1.200;0;1.200;1.200;1.200;1.200;0;707,87;1.028,79
5.5.3.01.7255000;5.5.3.01;Unterhaltung des sonstigen beweglichen Vermügens;37;0;03.02.2001;368;368;6.500;0;7.000;7.500;8.000;8.000;0;6.440,80;4.963,67
5.5.3.01.7261000;5.5.3.01;Besondere zahlungswirksame Aufwendungen für Beschüftigte;37;0;03.02.2001;368;368;1.600;0;1.700;1.800;1.900;2.000;0;1.431,72;506,54
5.5.3.01.7271000;5.5.3.01;Besondere Verwaltungs- und Betriebsauszahlungen;37;0;03.02.2001;368;368;6.000;0;5.000;5.000;5.000;5.000;0;3.838,70;2.404,40
5.5.3.01.7291000;5.5.3.01;Auszahlungen für sonstige Dienstleistungen;37;0;03.02.2001;368;368;0;0;0;0;0;0;0;0;0
5.5.3.01.7411000;5.5.3.01;Sonstige Personal- und Versorgungsauszahlungen;2;0;03.02.2001;110;110;0;0;0;0;0;0;0;11,55;11,2
5.5.3.01.7429000;5.5.3.01;Sonstige Auszahl. f. d. Inanspruchnahme von Rechten u.Diensten (Mitgliedsbeitr.);37;0;03.02.2001;368;368;100;0;100;100;100;100;0;76;76
5.5.3.01.7431000;5.5.3.01;Geschüftsauszahlungen;37;0;03.02.2001;368;368;1.500;0;1.500;1.500;1.500;1.500;0;1.501,79;1.191,68
5.5.3.01.7441000;5.5.3.01;Steuern, Versicherungen, Schadensfülle;10;0;03.02.2001;110;110;0;0;0;0;0;0;0;3.620,86;2.939,07
5.5.3.01.8116000;5.5.3.01;Einzahlung interne Leistungen;0;0;03.02.2001;368;368;6.500;0;6.000;6.000;6.000;6.000;0;23.519,20;6.302,38
5.5.3.01.8117000;5.5.3.01;Auszahlung interne Leistungen;0;0;03.02.2001;368;368;104.000;0;40.000;40.000;40.000;40.000;0;68.894,58;64.456,97
5.5.3.01/0100.7832000;5.5.3.01;Ausz. f.d. Erw. v. beweg. Vermügensgegenstünden v. > 150  bis 1000 ? o. UStr.;66;100;03.02.2003;368;368;2.000;1.642,29;5.000;2.000;5.000;2.000;0;4.697,06;1.642,29
5.5.3.01/0200.7831000;5.5.3.01;Auszahl. f.d. Erw. von bewegl. Vermügengeg.st. von mehr als 1000 Euro ohne UStr.;66;200;03.02.2003;368;368;800;0;1.100;1.200;1.300;1.300;0;3.123,75;0
5.5.3.01/0500.7831000;5.5.3.01;Auszahl. f.d. Erw. von bewegl. Vermügengeg.st. von mehr als 1000 Euro ohne UStr.;66;500;03.02.2003;368;368;0;0;50.000;0;0;0;0;0;0
5.5.3.01/1616.7852000;5.5.3.01;Auszahlungen für Tiefbaumaünahmen;97;1616;03.02.2003;565;565;15.000;382,64;15.000;15.000;15.000;15.000;0;0;15.382,64
5.5.3.01/6666.7853000;5.5.3.01;Auszahlungen für sonstige Baumaünahmen;88;6666;03.02.2003;565;565;0;0;0;0;0;0;0;0;0
5.5.3.01/8888.7852000;5.5.3.01;Auszahlungen für Tiefbaumaünahmen;0;8888;03.02.2003;565;565;0;0;0;0;0;0;0;0;0
5.5.5.01.4141000;5.5.5.01;Zuweisungen für laufende Zwecke vom Land;38;0;03.03.2001;382;382;80.000;64.229,08;50.000;50.000;50.000;50.000;0;455.322,53;64.229,08
5.5.5.01.4147000;5.5.5.01;Zuschüsse für laufende Zwecke von privaten Unternehmen;0;0;03.03.2001;382;382;0;5.662,39;0;0;0;0;0;13.100,00;5.662,39
5.5.5.01.4148000;5.5.5.01;Zuschüsse für laufende Zwecke von übrigen Bereichen;0;0;03.03.2001;382;382;0;16.660;0;0;0;0;0;585;16.660,00
5.5.5.01.4311000;5.5.5.01;Verwaltungsgebühren;0;0;03.03.2001;382;382;12.000;11.520;12.000;12.000;12.000;12.000;0;14.646,78;11.520,00
5.5.5.01.4321000;5.5.5.01;Benutzungsgebühren und ühnliche Entgelte;0;0;03.03.2001;382;382;3.000;2.612,94;3.000;3.000;3.000;3.000;0;3.649,45;2.612,94
5.5.5.01.4411000;5.5.5.01;Ertrüge aus Mieten und Pachten;0;0;03.03.2001;382;382;0;1.610;1.500;1.500;1.500;1.500;0;0;1.610,00
5.5.5.01.4411019;5.5.5.01;19 % USt Ertrüge Miete/ Pacht;0;0;03.03.2001;382;382;0;0;0;0;0;0;0;0;0
5.5.5.01.4421000;5.5.5.01;Ertrüge aus dem Verkauf;0;0;03.03.2001;382;382;200.000;553.990,36;250.000;250.000;250.000;250.000;0;783.777,91;553.990,36
5.5.5.01.4421001;5.5.5.01;Verkauf von Waren 7%;0;0;03.03.2001;382;382;0;0;0;0;0;0;0;0;800,95
5.5.5.01.4421002;5.5.5.01;Ertrüge Verkauf v Waren 0%;0;0;03.03.2001;382;382;0;800,95;0;0;0;0;0;0;800,95
5.5.5.01.4461000;5.5.5.01;Sonstige privatrechtliche Leistungsentgelte;0;0;03.03.2001;382;382;0;0;0;0;0;0;0;0;0
5.5.5.01.4481000;5.5.5.01;Ertrüge aus Kostenerstattungen vom Land;38;0;03.03.2001;382;382;0;695,16;0;0;0;0;0;0;695,16
5.5.5.01.4482000;5.5.5.01;Ertrüge aus Kostenerstattungen von Gemeinden und Gemeindeverbünden;38;0;03.03.2001;382;382;0;5.590;0;0;0;0;0;5.005,00;5.590,00
5.5.5.01.4488000;5.5.5.01;Ertrüge aus Kostenerstattungen von übrigen Bereichen;0;0;03.03.2001;382;382;0;101.163,03;500;500;500;500;0;434,47;101.163,03
5.5.5.01.4531000;5.5.5.01;Ertrüge aus der Auflüsung von Sonderposten aus Zuwendungen;0;0;03.03.2001;220;220;13.500;0;12.200;12.200;12.200;12.200;0;12.222,55;0
5.5.5.01.4534000;5.5.5.01;Ertrüge aus der Auflüsung von sonstigen Sonderposten;0;0;03.03.2001;220;220;100;0;0;0;0;0;0;70;0
5.5.5.01.4542000;5.5.5.01;Ertr.a.d. Verüuü. v. bewegl. Vermgeg.st. v. mehr als 1000 ? ohne UmStr.;0;0;03.03.2001;220;220;0;0;0;0;0;0;0;0;0
5.5.5.01.4811700;5.5.5.01;Ertrüge aus internen Leistungsbeziehungen Stadtforst;0;0;03.03.2001;382;382;1.500;499,69;2.400;2.400;2.400;2.400;0;146,45;499,69
5.5.5.01.5012000;5.5.5.01;Dienstaufwendungen für Arbeitnehmer;1;0;03.03.2002;110;110;291.000;252.509,21;270.200;277.000;284.000;291.100;0;223.182,83;252.509,21
5.5.5.01.5022000;5.5.5.01;Beitrüge zu Versorgungskassen für Arbeitnehmer;1;0;03.03.2002;110;110;12.100;10.239,91;10.900;11.200;11.500;11.900;0;8.869,46;10.239,91
5.5.5.01.5032000;5.5.5.01;Beitrüge zur gesetzlichen Sozialvers. aus Dienstaufwendungen für Arbeitnehmer;1;0;03.03.2002;110;110;58.400;47.771,83;54.200;55.700;57.100;58.600;0;42.311,17;47.771,83
5.5.5.01.5041000;5.5.5.01;Beihilfen und Unterstützungsleistungen für Beschüftigte - U2;1;0;03.03.2002;110;110;1.500;1.455,13;1.400;1.500;1.600;1.700;0;1.074,90;1.455,13
5.5.5.01.5221000;5.5.5.01;Unterhaltung des sonstigen unbeweglichen Vermügens;38;0;03.03.2001;382;382;441.000;480.040,14;400.000;400.000;400.000;400.000;0;757.744,74;480.040,14
5.5.5.01.5232000;5.5.5.01;Aufwendungen für Leasing;38;0;03.03.2001;382;382;0;0;0;0;0;0;0;0;0
5.5.5.01.5241000;5.5.5.01;Bewirtschaftung der Grundstücke und baulichen Anlagen;38;0;03.03.2001;382;382;3.000;5.433,40;4.000;4.000;4.000;4.000;0;5.261,17;5.433,40
5.5.5.01.5251000;5.5.5.01;Haltung von Fahrzeugen;38;0;03.03.2001;382;382;20.000;15.587,89;20.000;20.000;20.000;20.000;0;27.260,12;15.587,89
5.5.5.01.5252000;5.5.5.01;Erwerb geringwertiger Vermügensgegenstünde;38;0;03.03.2001;382;382;1.000;827,39;2.000;1.000;1.000;1.000;0;955,37;827,39
5.5.5.01.5255000;5.5.5.01;Unterhaltung des sonstigen beweglichen Vermügens;38;0;03.03.2001;382;382;1.000;96;500;500;500;500;0;559;96
5.5.5.01.5261000;5.5.5.01;Besondere Aufwendungen für Beschüftigte;38;0;03.03.2001;382;382;3.000;2.404,11;3.000;3.000;3.000;3.000;0;3.443,83;2.404,11
5.5.5.01.5271000;5.5.5.01;Besondere Verwaltungs- und Betriebsaufwendungen;38;0;03.03.2001;382;382;25.000;32.579,74;40.000;40.000;40.000;40.000;0;82.496,50;32.579,74
5.5.5.01.5291000;5.5.5.01;Aufwendungen für sonstige Dienstleistungen;38;0;03.03.2001;382;382;500;285,47;500;500;500;500;0;18.311,51;285,47
5.5.5.01.5318000;5.5.5.01;Zuschüsse an übrige Bereiche;38;0;03.03.2001;382;382;0;7.688,57;0;0;0;0;0;1.040,00;7.688,57
5.5.5.01.5411000;5.5.5.01;Sonstige Personal- und Versorgungsaufwendungen (Dienstreisen);2;0;03.03.2001;110;110;0;141,7;0;0;0;0;0;0;141,7
5.5.5.01.5429000;5.5.5.01;Sonstige Aufwend.f.d.Inanspruchn.v. Rechten u.Diensten (Mitgliedsbeitrüge);38;0;03.03.2001;382;382;5.000;4.555,62;5.000;5.000;5.000;5.000;0;4.622,62;4.555,62
5.5.5.01.5431000;5.5.5.01;Geschüftsaufwendungen;38;0;03.03.2001;382;382;0;0;0;0;0;0;0;0;0
5.5.5.01.5431100;5.5.5.01;Aufwendungen für Sachverstündigen-,Gerichts-und ühnliche Kosten;38;0;03.03.2001;382;382;10.000;860;6.000;6.000;6.000;6.000;0;0;860
5.5.5.01.5431400;5.5.5.01;Aufwendungen für Beitragsservice (GEZ);11;0;03.03.2001;110;110;0;0;0;0;0;0;0;0;0
5.5.5.01.5441000;5.5.5.01;Steuern, Versicherungen, Schadensfülle;10;0;03.03.2001;110;110;0;2.244;0;0;0;0;0;2.118,90;2.244,00
5.5.5.01.5451000;5.5.5.01;Erstatt. für die Aufwendungen von Dritten aus lfd. Verwaltungstüt. an das Land;38;0;03.03.2001;382;382;11.000;4.089,66;5.000;5.000;5.000;5.000;0;4.866,46;4.089,66
5.5.5.01.5458000;5.5.5.01;Erstatt. für die Aufwend. von Dritten aus lfd. Verwaltungstüt. an übrige Ber.;38;0;03.03.2001;382;382;4.000;0;500;500;500;500;0;328,56;0
5.5.5.01.5473100;5.5.5.01;Abgang auf Forderungen;0;0;03.03.2001;220;220;0;0;0;0;0;0;0;0;0
5.5.5.01.5711000;5.5.5.01;Abschreibungen auf immaterielle Vermügensgegenstünde und Sachanlagen;0;0;03.03.2004;220;220;62.000;0;60.000;62.000;62.000;62.000;0;65.425,12;0
5.5.5.01.5811200;5.5.5.01;Aufwendungen aus internen Leistungsbeziehungen Bauhof;4;0;03.03.2001;382;382;5.000;4.691,58;5.000;5.000;5.000;5.000;0;12.932,81;4.691,58
5.5.5.01.5811300;5.5.5.01;Aufwendungen aus internen Leistungsbeziehungen Grünanlagen;5;0;03.03.2001;382;382;0;714,53;2.000;10.000;10.000;10.000;0;820,62;714,53
5.5.5.01.6141000;5.5.5.01;Zuweisungen für laufende Zwecke vom Land;38;0;03.03.2001;382;382;80.000;0;50.000;50.000;50.000;50.000;0;455.322,53;64.229,08
5.5.5.01.6147000;5.5.5.01;Zuschüsse für laufende Zwecke von privaten Unternehmen;0;0;03.03.2001;382;382;0;0;0;0;0;0;0;13.100,00;5.662,39
5.5.5.01.6148000;5.5.5.01;Zuschüsse für laufende Zwecke von übrigen Bereichen;0;0;03.03.2001;382;382;0;0;0;0;0;0;0;585;16.660,00
5.5.5.01.6311000;5.5.5.01;Verwaltungsgebühren;0;0;03.03.2001;382;382;12.000;0;12.000;12.000;12.000;12.000;0;11.591,27;11.430,00
5.5.5.01.6321000;5.5.5.01;Benutzungsgebühren und ühnliche Entgelte;0;0;03.03.2001;382;382;3.000;0;3.000;3.000;3.000;3.000;0;3.649,45;1.272,94
5.5.5.01.6411000;5.5.5.01;Einzahlungen aus Mieten und Pachten;0;0;03.03.2001;382;382;0;0;1.500;1.500;1.500;1.500;0;0;1.610,00
5.5.5.01.6411019;5.5.5.01;19 % USt Einz. Miete/ Pacht;0;0;03.03.2001;382;382;0;0;0;0;0;0;0;0;0
5.5.5.01.6421000;5.5.5.01;Einzahlungen aus dem Verkauf von Vorrüten;0;0;03.03.2001;382;382;200.000;0;250.000;250.000;250.000;250.000;0;714.882,55;556.699,08
5.5.5.01.6421001;5.5.5.01;Einzahlungen aus dem Verkauf von Waren 7%;0;0;03.03.2001;382;382;0;0;0;0;0;0;0;0;0
5.5.5.01.6421002;5.5.5.01;Einz. a. d. Verkauf v Waren 0%;0;0;03.03.2001;382;382;0;0;0;0;0;0;0;0;746,95
5.5.5.01.6461000;5.5.5.01;Sonstige privatrechtliche Leistungsentgelte;0;0;03.03.2001;382;382;0;0;0;0;0;0;0;0;0
5.5.5.01.6481000;5.5.5.01;Einzahlungen aus Kostenerstattungen vom Land;38;0;03.03.2001;382;382;0;0;0;0;0;0;0;0;695,16
5.5.5.01.6482000;5.5.5.01;Einzahlungen aus Kostenerstattungen von Gemeinden und Gemeindeverbünden;38;0;03.03.2001;382;382;0;0;0;0;0;0;0;5.005,00;5.590,00
5.5.5.01.6488000;5.5.5.01;Einzahlungen aus Kostenerstattungen von übrigen Bereichen;0;0;03.03.2001;382;382;0;0;500;500;500;500;0;434,47;99.143,28
5.5.5.01.6521200;5.5.5.01;Einnahmen Mehrwertsteuer 19%;38;0;03.03.2001;220;220;0;0;0;0;0;0;0;0;0
5.5.5.01.6521300;5.5.5.01;Erstattungen Vorsteuer;38;0;03.03.2001;220;220;0;0;0;0;0;0;0;0;0
5.5.5.01.7012000;5.5.5.01;Dienstauszahlungen und dgl. an Arbeitnehmer;1;0;03.03.2002;110;110;291.000;0;270.200;277.000;284.000;291.100;0;223.182,83;252.509,21
5.5.5.01.7022000;5.5.5.01;Beitrüge zu Versorgungskassen für Arbeitnehmer;1;0;03.03.2002;110;110;12.100;0;10.900;11.200;11.500;11.900;0;8.869,46;10.239,91
5.5.5.01.7032000;5.5.5.01;Beitrüge zur gesetzlichen Sozialver.aus DienstAusz und dgl. für Arbeitnehmer;1;0;03.03.2002;110;110;58.400;0;54.200;55.700;57.100;58.600;0;42.311,17;47.771,83
5.5.5.01.7041000;5.5.5.01;Beihilfen, Unterstützungsleistungen für Beschüftigte;1;0;03.03.2002;110;110;1.500;0;1.400;1.500;1.600;1.700;0;1.074,90;1.455,13
5.5.5.01.7221000;5.5.5.01;Unterhaltung des sonstigen unbeweglichen Vermügens;38;0;03.03.2001;382;382;441.000;0;400.000;400.000;400.000;400.000;0;757.394,74;480.390,14
5.5.5.01.7232000;5.5.5.01;Auszahlungen für Leasing;38;0;03.03.2001;382;382;0;0;0;0;0;0;0;0;0
5.5.5.01.7241000;5.5.5.01;Bewirtschaftung der Grundstücke und baulichen Anlagen;38;0;03.03.2001;382;382;3.000;0;4.000;4.000;4.000;4.000;0;5.287,64;5.426,80
5.5.5.01.7251000;5.5.5.01;Haltung von Fahrzeugen;38;0;03.03.2001;382;382;20.000;0;20.000;20.000;20.000;20.000;0;27.403,70;15.483,89
5.5.5.01.7252000;5.5.5.01;Erwerb geringwertiger Vermügensgegenstünde;38;0;03.03.2001;382;382;1.000;0;2.000;1.000;1.000;1.000;0;955,37;827,39
5.5.5.01.7255000;5.5.5.01;Unterhaltung des sonstigen beweglichen Vermügens;38;0;03.03.2001;382;382;1.000;0;500;500;500;500;0;559;96
5.5.5.01.7261000;5.5.5.01;Besondere zahlungswirksame Aufwendungen für Beschüftigte;38;0;03.03.2001;382;382;3.000;0;3.000;3.000;3.000;3.000;0;3.331,83;2.516,11
5.5.5.01.7271000;5.5.5.01;Besondere Verwaltungs- und Betriebsauszahlungen;38;0;03.03.2001;382;382;25.000;0;40.000;40.000;40.000;40.000;0;82.111,68;31.836,10
5.5.5.01.7291000;5.5.5.01;Auszahlungen für sonstige Dienstleistungen;38;0;03.03.2001;382;382;500;0;500;500;500;500;0;18.311,51;78,34
5.5.5.01.7318000;5.5.5.01;Zuschüsse an übrige Bereiche;38;0;03.03.2001;382;382;0;0;0;0;0;0;0;1.040,00;7.688,57
5.5.5.01.7411000;5.5.5.01;Sonstige Personal- und Versorgungsauszahlungen;2;0;03.03.2001;110;110;0;0;0;0;0;0;0;0;141,7
5.5.5.01.7429000;5.5.5.01;Sonstige Auszahl. f. d. Inanspruchnahme von Rechten u.Diensten (Mitgliedsbeitr.);38;0;03.03.2001;382;382;5.000;0;5.000;5.000;5.000;5.000;0;4.612,04;4.555,62
5.5.5.01.7431000;5.5.5.01;Geschüftsauszahlungen;38;0;03.03.2001;382;382;0;0;0;0;0;0;0;0;0
5.5.5.01.7431100;5.5.5.01;Auszahlungen für Sachverstündigen-,Gerichts-und ühnl.Kosten;38;0;03.03.2001;382;382;10.000;0;6.000;6.000;6.000;6.000;0;0;860
5.5.5.01.7431400;5.5.5.01;Auszahlungen für Beitragsservice (GEZ);11;0;03.03.2001;110;110;0;0;0;0;0;0;0;0;0
5.5.5.01.7441000;5.5.5.01;Steuern, Versicherungen, Schadensfülle;10;0;03.03.2001;110;110;0;0;0;0;0;0;0;2.118,90;2.244,00
5.5.5.01.7441100;5.5.5.01;Abzugsfühige Vorsteuer  7%;38;0;03.03.2001;220;220;0;0;0;0;0;0;0;0;0
5.5.5.01.7441200;5.5.5.01;Abzugsfühige Vorsteuer 19%;38;0;03.03.2001;220;220;0;0;0;0;0;0;0;0;0
5.5.5.01.7441300;5.5.5.01;Abführung Mehrwertsteuer;38;0;03.03.2001;220;220;0;0;0;0;0;0;0;0;0
5.5.5.01.7451000;5.5.5.01;Erstattungen für die Auszahl. von Dritten aus lfd. Verwaltungstüt. an das Land;38;0;03.03.2001;382;382;11.000;0;5.000;5.000;5.000;5.000;0;3.649,84;4.283,86
5.5.5.01.7458000;5.5.5.01;Erstatt. für die Auszahl. von Dritten aus lfd. Verwaltungstüt. an übrige Ber.;38;0;03.03.2001;382;382;4.000;0;500;500;500;500;0;328,56;0
5.5.5.01.8116000;5.5.5.01;Einzahlung interne Leistungen;0;0;03.03.2001;382;382;1.500;0;2.400;2.400;2.400;2.400;0;146,45;499,69
5.5.5.01.8117000;5.5.5.01;Auszahlung interne Leistungen;0;0;03.03.2001;382;382;5.000;0;7.000;15.000;15.000;15.000;0;13.753,43;5.406,11
5.5.5.01/0100.7832000;5.5.5.01;Ausz. f.d. Erw. v. beweg. Vermügensgegenstünden v. > 150  bis 1000 ? o. UStr.;67;100;03.03.2003;382;382;5.000;355,5;7.000;5.000;7.000;5.000;0;1.374,95;355,5
5.5.5.01/0200.7831000;5.5.5.01;Auszahl. f.d. Erw. von bewegl. Vermügengeg.st. von mehr als 1000 Euro ohne UStr.;67;200;03.03.2003;382;382;0;2.584,40;0;0;0;0;0;0;2.584,40
5.5.5.01/0500.6831000;5.5.5.01;Einzahl.a.d.Verüuü.von bewegl. Vermügensgegenst. von mehr als 1000 ? ohne UmStr.;67;500;03.03.2003;382;382;0;0;0;0;0;0;0;0;0
5.5.5.01/0500.6832000;5.5.5.01;Einz.a.d.Verüuü. v. bewegl. VermGegenst. v. mehr als 150 bis 1000 ? ohne UmStr.;67;500;03.03.2003;382;382;0;600;0;0;0;0;0;0;314,93
5.5.5.01/0500.7831000;5.5.5.01;Auszahl. f.d. Erw. von bewegl. Vermügengeg.st. von mehr als 1000 Euro ohne UStr.;67;500;03.03.2003;382;382;0;0;0;0;0;0;0;0;0
5.5.5.01/3000.6811000;5.5.5.01;Einz. a. Zuweisungen f. Investitionen u.Investitionsfürdermaünahmen Land;67;3000;03.03.2003;382;382;0;60.102;0;0;0;0;0;0;47.183,87
5.5.5.01/3000.7852000;5.5.5.01;Auszahlungen für Tiefbaumaünahmen;67;3000;03.03.2003;382;382;80.000;0;0;0;0;0;0;0;112.342,55
5.6.1.01.4141000;5.6.1.01;Zuweisungen für laufende Zwecke vom Land;61;0;05.02.2001;560;560;23.200;18.156,53;23.000;0;0;0;0;5.353,73;26.676,93
5.6.1.01.4147000;5.6.1.01;Zuschüsse für laufende Zwecke von privaten Unternehmen;61;0;05.02.2001;560;560;7.500;0;7.500;0;0;0;0;0;0
5.6.1.01.4148000;5.6.1.01;Zuschüsse für laufende Zwecke von übrigen Bereichen;61;0;05.02.2001;560;560;2.000;8.000;0;0;0;0;0;5.500,00;8.000,00
5.6.1.01.4531000;5.6.1.01;Ertrüge aus der Auflüsung von Sonderposten aus Zuwendungen;0;0;05.02.2001;220;220;0;0;0;0;0;0;0;0;0
5.6.1.01.4534000;5.6.1.01;Ertrüge aus der Auflüsung von sonstigen Sonderposten;0;0;05.02.2001;220;220;600;0;600;600;600;600;0;0;0
5.6.1.01.5012000;5.6.1.01;Dienstaufwendungen für Arbeitnehmer;1;0;01.01.2002;110;110;0;0;45.400;46.600;47.800;49.000;0;0;0
5.6.1.01.5022000;5.6.1.01;Beitrüge zu Versorgungskassen für Arbeitnehmer;1;0;01.01.2002;110;110;0;0;1.800;1.900;2.000;2.100;0;0;0
5.6.1.01.5032000;5.6.1.01;Beitrüge zur gesetzlichen Sozialvers. aus Dienstaufwendungen für Arbeitnehmer;1;0;01.01.2002;110;110;0;0;9.100;9.400;9.700;10.000;0;0;0
5.6.1.01.5041000;5.6.1.01;Beihilfen und Unterstützungsleistungen für Beschüftigte - U2;1;0;01.01.2002;110;110;0;0;300;400;500;600;0;0;0
5.6.1.01.5252000;5.6.1.01;Erwerb geringwertiger Vermügensgegenstünde;61;0;05.02.2001;560;560;500;0;500;500;500;500;0;722,81;0
5.6.1.01.5255000;5.6.1.01;Unterhaltung des sonstigen beweglichen Vermügens;61;0;05.02.2001;560;560;0;0;0;0;0;0;0;0;0
5.6.1.01.5271000;5.6.1.01;Besondere Verwaltungs- und Betriebsaufwendungen;61;0;05.02.2001;560;560;37.800;31.114,94;32.900;5.000;3.000;5.000;0;20.393,96;31.114,94
5.6.1.01.5318000;5.6.1.01;Zuschüsse an übrige Bereiche;61;0;05.02.2001;560;560;16.700;2.173,08;16.500;16.300;16.000;16.000;0;10.000,00;2.173,08
5.6.1.01.5429000;5.6.1.01;Sonstige Aufwend.f.d.Inanspruchn.v. Rechten u.Diensten (Mitgliedsbeitrüge);61;0;05.02.2001;560;560;3.000;2.546,67;3.000;3.000;3.000;3.000;0;2.558,52;2.546,67
5.6.1.01.5431200;5.6.1.01;Aufwendungen für Honorare;61;0;05.02.2001;560;560;10.000;11.394,55;10.000;10.000;10.000;10.000;0;7.078,80;11.394,55
5.6.1.01.5711000;5.6.1.01;Abschreibungen auf immaterielle Vermügensgegenstünde und Sachanlagen;0;0;05.02.2004;220;220;5.000;0;5.000;5.000;5.000;5.000;0;0;0
5.6.1.01.5811200;5.6.1.01;Aufwendungen aus internen Leistungsbeziehungen Bauhof;4;0;05.02.2001;565;565;3.000;0;1.500;1.500;1.500;1.500;0;0;0
5.6.1.01.5811300;5.6.1.01;Aufwendungen aus internen Leistungsbeziehungen Grünanlagen;5;0;05.02.2001;565;565;5.000;0;5.000;5.000;5.000;5.000;0;8.019,57;0
5.6.1.01.6141000;5.6.1.01;Zuweisungen für laufende Zwecke vom Land;61;0;05.02.2001;560;560;23.200;0;23.000;0;0;0;0;18.915,83;26.676,93
5.6.1.01.6147000;5.6.1.01;Zuschüsse für laufende Zwecke von privaten Unternehmen;61;0;05.02.2001;560;560;7.500;0;7.500;0;0;0;0;0;0
5.6.1.01.6148000;5.6.1.01;Zuschüsse für laufende Zwecke von übrigen Bereichen;61;0;05.02.2001;560;560;2.000;0;0;0;0;0;0;5.500,00;6.000,00
5.6.1.01.7012000;5.6.1.01;Dienstauszahlungen und dgl. an Arbeitnehmer;1;0;01.01.2002;110;110;0;0;45.400;46.600;47.800;49.000;0;0;0
5.6.1.01.7022000;5.6.1.01;Beitrüge zu Versorgungskassen für Arbeitnehmer;1;0;01.01.2002;110;110;0;0;1.800;1.900;2.000;2.100;0;0;0
5.6.1.01.7032000;5.6.1.01;Beitrüge zur gesetzlichen Sozialver.aus DienstAusz und dgl. für Arbeitnehmer;1;0;01.01.2002;110;110;0;0;9.100;9.400;9.700;10.000;0;0;0
5.6.1.01.7041000;5.6.1.01;Beihilfen, Unterstützungsleistungen für Beschüftigte;1;0;01.01.2002;110;110;0;0;300;400;500;600;0;0;0
5.6.1.01.7252000;5.6.1.01;Erwerb geringwertiger Vermügensgegenstünde;61;0;05.02.2001;560;560;500;0;500;500;500;500;0;722,81;0
5.6.1.01.7255000;5.6.1.01;Unterhaltung des sonstigen beweglichen Vermügens;61;0;05.02.2001;560;560;0;0;0;0;0;0;0;0;0
5.6.1.01.7271000;5.6.1.01;Besondere Verwaltungs- und Betriebsauszahlungen;61;0;05.02.2001;560;560;37.800;0;32.900;5.000;3.000;5.000;0;20.393,96;17.679,83
